age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,deposit
age_25_or_above,job_retired,marital_married,education_primary,default_no,136,housing_yes,loan_no,contact_unknown,month_may,267,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,-196,housing_yes,loan_no,contact_cellular,month_jul,216,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,4087,housing_yes,loan_no,contact_unknown,month_may,457,5,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1354,housing_yes,loan_no,contact_cellular,month_jan,50,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,2,housing_no,loan_yes,contact_telephone,month_jul,46,2,-1,0,poutcome_unknown,0
age_25_or_above,job_housemaid,marital_married,education_unknown,default_no,2337,housing_yes,loan_no,contact_cellular,month_may,133,2,41,5,poutcome_success,0
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,514,housing_yes,loan_yes,contact_cellular,month_may,138,1,168,1,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,6212,housing_yes,loan_no,contact_cellular,month_may,574,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,424,housing_no,loan_yes,contact_cellular,month_aug,224,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,499,housing_no,loan_no,contact_cellular,month_aug,115,4,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,8,housing_yes,loan_yes,contact_unknown,month_may,262,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,1305,housing_no,loan_no,contact_cellular,month_jul,255,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,300,housing_yes,loan_no,contact_unknown,month_may,338,4,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_primary,default_no,976,housing_yes,loan_no,contact_unknown,month_jun,137,3,-1,0,poutcome_unknown,0
age_25_or_above,job_entrepreneur,marital_married,education_tertiary,default_no,2700,housing_no,loan_no,contact_cellular,month_feb,99,3,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_married,education_tertiary,default_no,-497,housing_yes,loan_yes,contact_cellular,month_nov,260,1,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_single,education_secondary,default_no,2424,housing_no,loan_no,contact_cellular,month_feb,93,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,-2049,housing_yes,loan_no,contact_unknown,month_may,169,3,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,2081,housing_yes,loan_no,contact_unknown,month_may,150,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_secondary,default_no,189,housing_no,loan_no,contact_cellular,month_aug,90,2,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_divorced,education_secondary,default_no,0,housing_no,loan_yes,contact_cellular,month_jan,127,2,233,8,poutcome_other,0
age_25_or_above,job_services,marital_divorced,education_secondary,default_no,327,housing_yes,loan_no,contact_unknown,month_may,109,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,426,housing_yes,loan_no,contact_telephone,month_nov,127,4,111,6,poutcome_failure,0
age_25_or_above,job_self-employed,marital_divorced,education_secondary,default_no,1291,housing_yes,loan_no,contact_cellular,month_nov,559,1,169,2,poutcome_failure,0
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,3473,housing_yes,loan_no,contact_cellular,month_aug,306,2,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,434,housing_yes,loan_no,contact_unknown,month_may,63,3,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,105,housing_yes,loan_no,contact_cellular,month_may,36,1,365,3,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,975,housing_yes,loan_no,contact_unknown,month_may,265,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,-479,housing_no,loan_no,contact_cellular,month_aug,235,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_primary,default_no,62,housing_yes,loan_yes,contact_unknown,month_may,120,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,0,housing_no,loan_no,contact_unknown,month_jun,199,4,-1,0,poutcome_unknown,0
age_25_or_above,job_entrepreneur,marital_married,education_secondary,default_no,0,housing_no,loan_no,contact_unknown,month_jun,96,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,1202,housing_yes,loan_no,contact_unknown,month_jun,122,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,2854,housing_yes,loan_no,contact_unknown,month_jun,64,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,9,housing_no,loan_no,contact_cellular,month_jul,439,2,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_single,education_secondary,default_no,203,housing_no,loan_yes,contact_cellular,month_nov,177,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_divorced,education_tertiary,default_no,0,housing_yes,loan_no,contact_cellular,month_aug,249,5,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,2467,housing_no,loan_no,contact_cellular,month_nov,972,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,3850,housing_yes,loan_no,contact_cellular,month_apr,63,4,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,47,housing_yes,loan_no,contact_cellular,month_aug,143,2,371,6,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,1895,housing_yes,loan_no,contact_cellular,month_apr,345,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,522,housing_no,loan_yes,contact_cellular,month_jul,559,4,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_yes,-918,housing_yes,loan_no,contact_unknown,month_jun,253,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,-193,housing_no,loan_no,contact_cellular,month_jul,580,7,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,48,housing_yes,loan_yes,contact_unknown,month_may,144,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,0,housing_yes,loan_yes,contact_cellular,month_jul,301,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,201,housing_no,loan_yes,contact_cellular,month_jul,53,8,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,598,housing_yes,loan_no,contact_unknown,month_may,189,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_primary,default_no,1506,housing_no,loan_no,contact_cellular,month_nov,101,3,80,3,poutcome_success,0
age_25_or_above,job_admin.,marital_married,education_tertiary,default_no,26,housing_yes,loan_no,contact_cellular,month_apr,62,1,323,1,poutcome_failure,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,1582,housing_no,loan_no,contact_telephone,month_feb,26,2,197,1,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_divorced,education_primary,default_no,559,housing_no,loan_no,contact_telephone,month_feb,16,5,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_yes,0,housing_yes,loan_no,contact_cellular,month_jul,157,2,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_primary,default_no,-411,housing_no,loan_no,contact_cellular,month_jan,225,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,36,housing_yes,loan_no,contact_unknown,month_may,712,1,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_married,education_secondary,default_no,512,housing_no,loan_no,contact_cellular,month_jan,70,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,786,housing_yes,loan_yes,contact_unknown,month_may,103,5,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,3658,housing_yes,loan_no,contact_cellular,month_apr,268,1,330,1,poutcome_failure,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,-227,housing_yes,loan_no,contact_unknown,month_jun,298,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,423,housing_yes,loan_no,contact_cellular,month_jul,134,24,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_divorced,education_secondary,default_no,947,housing_no,loan_no,contact_cellular,month_feb,124,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_primary,default_no,324,housing_yes,loan_no,contact_cellular,month_may,340,2,312,4,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,0,housing_yes,loan_no,contact_unknown,month_jun,254,1,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,1694,housing_yes,loan_yes,contact_cellular,month_jan,404,2,251,6,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,2894,housing_yes,loan_no,contact_cellular,month_jul,747,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_secondary,default_no,2693,housing_no,loan_no,contact_cellular,month_nov,140,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,644,housing_no,loan_no,contact_telephone,month_jan,54,3,160,13,poutcome_failure,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,185,housing_no,loan_no,contact_cellular,month_jan,651,2,-1,0,poutcome_unknown,0
age_25_or_above,job_student,marital_single,education_unknown,default_no,1583,housing_yes,loan_no,contact_unknown,month_may,57,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,2399,housing_yes,loan_no,contact_unknown,month_jun,193,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_tertiary,default_no,1322,housing_yes,loan_no,contact_cellular,month_sep,157,3,486,1,poutcome_other,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,194,housing_no,loan_yes,contact_cellular,month_jul,61,5,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,1221,housing_no,loan_no,contact_unknown,month_jun,97,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,-302,housing_yes,loan_yes,contact_unknown,month_may,235,5,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,256,housing_no,loan_no,contact_cellular,month_nov,135,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_yes,0,housing_no,loan_yes,contact_cellular,month_aug,109,14,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,1335,housing_yes,loan_no,contact_cellular,month_jul,94,5,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_single,education_secondary,default_no,682,housing_no,loan_no,contact_cellular,month_feb,251,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,76,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_divorced,education_secondary,default_no,3834,housing_yes,loan_no,contact_cellular,month_apr,363,2,327,1,poutcome_failure,0
age_25_or_above,job_self-employed,marital_married,education_secondary,default_no,5312,housing_no,loan_no,contact_cellular,month_jul,106,3,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_divorced,education_unknown,default_no,4095,housing_yes,loan_no,contact_cellular,month_apr,281,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,0,housing_no,loan_no,contact_cellular,month_aug,78,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,-1386,housing_yes,loan_yes,contact_cellular,month_jul,56,4,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,525,housing_no,loan_no,contact_cellular,month_aug,127,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_yes,2,housing_no,loan_no,contact_unknown,month_may,74,4,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_unknown,default_no,0,housing_no,loan_yes,contact_cellular,month_jul,161,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1500,housing_no,loan_yes,contact_unknown,month_jun,109,3,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,378,housing_no,loan_no,contact_unknown,month_jun,189,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,552,housing_yes,loan_no,contact_cellular,month_aug,648,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,-84,housing_yes,loan_yes,contact_cellular,month_jul,63,5,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_secondary,default_no,-240,housing_no,loan_yes,contact_unknown,month_may,160,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,501,housing_yes,loan_yes,contact_unknown,month_may,514,1,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_married,education_tertiary,default_no,5345,housing_no,loan_no,contact_unknown,month_may,278,1,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_married,education_secondary,default_no,1559,housing_no,loan_no,contact_cellular,month_dec,520,3,133,3,poutcome_failure,0
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,0,housing_yes,loan_no,contact_cellular,month_apr,217,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,0,housing_yes,loan_yes,contact_cellular,month_jul,117,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_secondary,default_no,1989,housing_no,loan_no,contact_unknown,month_jun,344,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,598,housing_yes,loan_no,contact_cellular,month_apr,365,1,324,1,poutcome_failure,0
age_25_or_above,job_housemaid,marital_married,education_tertiary,default_no,94,housing_no,loan_no,contact_cellular,month_aug,181,2,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,3473,housing_no,loan_no,contact_cellular,month_apr,441,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,349,housing_yes,loan_no,contact_cellular,month_apr,226,2,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_primary,default_no,3876,housing_no,loan_no,contact_cellular,month_nov,54,1,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_unknown,default_no,1934,housing_no,loan_no,contact_telephone,month_jan,140,1,-1,0,poutcome_unknown,0
age_25_or_above,job_housemaid,marital_married,education_secondary,default_no,2,housing_no,loan_no,contact_cellular,month_feb,45,2,93,1,poutcome_success,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,9,housing_yes,loan_no,contact_cellular,month_may,165,1,-1,0,poutcome_unknown,0
age_below_25,job_services,marital_single,education_secondary,default_no,11,housing_yes,loan_no,contact_unknown,month_jun,114,4,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,60,housing_no,loan_no,contact_cellular,month_aug,274,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,882,housing_no,loan_yes,contact_cellular,month_jul,107,2,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_divorced,education_tertiary,default_no,499,housing_yes,loan_yes,contact_cellular,month_jan,181,1,-1,0,poutcome_unknown,0
age_25_or_above,job_housemaid,marital_divorced,education_primary,default_no,198,housing_yes,loan_no,contact_unknown,month_may,205,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,2093,housing_no,loan_no,contact_cellular,month_jul,103,1,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,74,housing_yes,loan_no,contact_unknown,month_may,152,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,1220,housing_no,loan_no,contact_cellular,month_jul,307,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,1342,housing_yes,loan_no,contact_unknown,month_may,109,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_unknown,default_no,6134,housing_no,loan_no,contact_cellular,month_aug,127,2,-1,0,poutcome_unknown,0
age_25_or_above,job_housemaid,marital_married,education_primary,default_no,3680,housing_no,loan_no,contact_unknown,month_jun,131,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,605,housing_yes,loan_no,contact_unknown,month_may,334,10,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_secondary,default_no,104,housing_yes,loan_no,contact_unknown,month_may,285,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,683,housing_no,loan_yes,contact_cellular,month_nov,77,1,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_divorced,education_primary,default_no,48,housing_yes,loan_no,contact_cellular,month_may,132,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_divorced,education_primary,default_no,15,housing_yes,loan_no,contact_cellular,month_may,173,2,350,7,poutcome_failure,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,6714,housing_yes,loan_no,contact_unknown,month_may,90,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,623,housing_yes,loan_no,contact_cellular,month_may,97,2,-1,0,poutcome_unknown,0
age_25_or_above,job_housemaid,marital_married,education_secondary,default_no,234,housing_no,loan_no,contact_cellular,month_nov,208,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_tertiary,default_no,599,housing_yes,loan_no,contact_cellular,month_aug,461,2,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,9916,housing_yes,loan_no,contact_cellular,month_nov,306,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,3160,housing_no,loan_no,contact_unknown,month_jun,719,13,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,0,housing_yes,loan_no,contact_cellular,month_may,376,3,-1,0,poutcome_unknown,0
age_25_or_above,job_student,marital_single,education_tertiary,default_no,2306,housing_no,loan_no,contact_cellular,month_oct,140,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_divorced,education_secondary,default_no,2550,housing_yes,loan_no,contact_cellular,month_may,894,2,347,2,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,701,housing_no,loan_yes,contact_unknown,month_jul,269,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,3244,housing_no,loan_no,contact_cellular,month_feb,141,1,5,1,poutcome_failure,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,402,housing_yes,loan_no,contact_unknown,month_may,243,3,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,6014,housing_yes,loan_no,contact_cellular,month_jul,163,6,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,-81,housing_yes,loan_no,contact_cellular,month_jan,339,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,898,housing_no,loan_no,contact_cellular,month_jul,118,5,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_married,education_secondary,default_no,863,housing_yes,loan_yes,contact_unknown,month_may,355,1,-1,0,poutcome_unknown,0
age_25_or_above,job_self-employed,marital_single,education_primary,default_no,235,housing_yes,loan_no,contact_cellular,month_apr,191,4,323,9,poutcome_failure,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,12,housing_no,loan_no,contact_cellular,month_aug,173,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,298,housing_yes,loan_no,contact_cellular,month_apr,264,2,86,3,poutcome_failure,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,3463,housing_yes,loan_no,contact_telephone,month_nov,29,4,-1,0,poutcome_unknown,0
age_25_or_above,job_housemaid,marital_married,education_primary,default_no,13338,housing_no,loan_no,contact_cellular,month_aug,103,4,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_unknown,default_no,391,housing_yes,loan_yes,contact_unknown,month_may,34,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,569,housing_no,loan_yes,contact_cellular,month_jan,348,1,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,54,housing_yes,loan_no,contact_unknown,month_may,116,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_divorced,education_secondary,default_no,875,housing_yes,loan_yes,contact_cellular,month_may,269,3,353,2,poutcome_failure,0
age_25_or_above,job_retired,marital_divorced,education_secondary,default_no,631,housing_no,loan_no,contact_telephone,month_aug,95,1,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,3434,housing_yes,loan_yes,contact_telephone,month_jul,337,1,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_secondary,default_no,1610,housing_no,loan_no,contact_cellular,month_aug,71,1,-1,0,poutcome_unknown,0
age_25_or_above,job_student,marital_single,education_tertiary,default_no,505,housing_yes,loan_no,contact_cellular,month_may,37,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,11528,housing_yes,loan_no,contact_unknown,month_may,57,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,102,housing_yes,loan_no,contact_cellular,month_apr,114,1,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_married,education_primary,default_yes,-581,housing_yes,loan_no,contact_cellular,month_may,224,1,370,2,poutcome_failure,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,0,housing_yes,loan_no,contact_cellular,month_jul,140,2,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_married,education_primary,default_no,7298,housing_no,loan_no,contact_unknown,month_jun,36,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,0,housing_no,loan_no,contact_cellular,month_jul,45,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,909,housing_yes,loan_yes,contact_cellular,month_jul,250,3,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_unknown,default_no,337,housing_no,loan_no,contact_unknown,month_jun,100,4,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,829,housing_yes,loan_yes,contact_cellular,month_nov,48,1,188,1,poutcome_failure,0
age_25_or_above,job_technician,marital_single,education_secondary,default_no,301,housing_yes,loan_yes,contact_cellular,month_jul,367,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,147,housing_no,loan_no,contact_cellular,month_apr,203,1,-1,0,poutcome_unknown,0
age_25_or_above,job_retired,marital_divorced,education_secondary,default_no,282,housing_yes,loan_no,contact_unknown,month_jun,99,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,1294,housing_yes,loan_no,contact_unknown,month_may,565,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_divorced,education_secondary,default_no,0,housing_yes,loan_no,contact_cellular,month_may,275,2,307,1,poutcome_other,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,995,housing_no,loan_no,contact_cellular,month_feb,39,1,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,532,housing_no,loan_no,contact_telephone,month_jul,73,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_single,education_tertiary,default_no,785,housing_no,loan_no,contact_cellular,month_jun,273,1,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,3028,housing_yes,loan_no,contact_cellular,month_aug,65,5,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1022,housing_yes,loan_no,contact_cellular,month_may,311,3,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_primary,default_no,0,housing_no,loan_no,contact_unknown,month_jun,308,7,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_married,education_secondary,default_no,792,housing_no,loan_no,contact_unknown,month_jun,170,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_single,education_tertiary,default_no,490,housing_yes,loan_no,contact_cellular,month_may,31,1,363,2,poutcome_failure,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,417,housing_yes,loan_no,contact_cellular,month_nov,138,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,2071,housing_no,loan_no,contact_cellular,month_aug,106,2,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_single,education_primary,default_no,1187,housing_yes,loan_no,contact_unknown,month_jun,193,2,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,280,housing_yes,loan_no,contact_telephone,month_jul,162,3,-1,0,poutcome_unknown,0
age_25_or_above,job_unemployed,marital_married,education_tertiary,default_no,1236,housing_no,loan_no,contact_cellular,month_jul,300,2,-1,0,poutcome_unknown,0
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,910,housing_yes,loan_no,contact_cellular,month_may,278,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_secondary,default_no,-994,housing_yes,loan_yes,contact_cellular,month_jul,174,2,-1,0,poutcome_unknown,0
age_below_25,job_unemployed,marital_single,education_secondary,default_no,1333,housing_no,loan_no,contact_cellular,month_feb,120,1,-1,0,poutcome_unknown,0
age_25_or_above,job_services,marital_married,education_secondary,default_no,850,housing_no,loan_yes,contact_cellular,month_jul,220,5,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,3773,housing_yes,loan_no,contact_unknown,month_may,99,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_married,education_tertiary,default_no,460,housing_no,loan_no,contact_cellular,month_jan,56,1,-1,0,poutcome_unknown,0
age_25_or_above,job_entrepreneur,marital_married,education_secondary,default_no,3140,housing_yes,loan_yes,contact_cellular,month_nov,7,5,-1,0,poutcome_unknown,0
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1028,housing_yes,loan_yes,contact_cellular,month_apr,319,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_single,education_tertiary,default_no,4264,housing_yes,loan_no,contact_unknown,month_may,882,1,-1,0,poutcome_unknown,0
age_25_or_above,job_management,marital_divorced,education_tertiary,default_no,3932,housing_yes,loan_no,contact_unknown,month_may,40,2,-1,0,poutcome_unknown,0
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,-1,housing_no,loan_no,contact_cellular,month_jul,228,2,-1,0,poutcome_unknown,0
